onset	duration	nwb_table	spatial_frequency	temporal_frequency	direction
436.0	60.0	epochs	0.04	2.0	135.0
527.0	60.0	epochs	0.04	1.0	225.0
617.0	60.0	epochs	0.04	2.0	180.0
708.0	60.0	epochs	0.04	2.0	45.0
798.0	60.0	epochs	0.04	1.0	90.0
889.0	60.0	epochs	0.04	1.0	270.0
979.0	60.0	epochs	0.04	1.0	315.0
1070.0	60.0	epochs	0.04	2.0	225.0
1160.0	60.0	epochs	0.04	2.0	180.0
1251.0	60.0	epochs	0.04	2.0	270.0
1341.0	60.0	epochs			
1432.0	60.0	epochs	0.04	1.0	90.0
1522.0	60.0	epochs	0.04	2.0	45.0
1613.0	60.0	epochs	0.04	2.0	225.0
1704.0	59.0	epochs	0.04	2.0	90.0
1794.0	60.0	epochs	0.04	2.0	45.0
1885.0	59.0	epochs	0.04	2.0	225.0
1975.0	60.0	epochs	0.04	1.0	90.0
2066.0	59.0	epochs	0.04	1.0	180.0
2156.0	60.0	epochs	0.04	1.0	180.0
2247.0	59.0	epochs	0.04	2.0	90.0
2337.0	60.0	epochs	0.04	2.0	45.0
2428.0	60.0	epochs	0.04	1.0	180.0
2518.0	60.0	epochs	0.04	2.0	45.0
2609.0	60.0	epochs	0.04	2.0	180.0
2699.0	60.0	epochs	0.04	1.0	270.0
2790.0	60.0	epochs	0.04	1.0	270.0
2880.0	60.0	epochs	0.04	2.0	135.0
2971.0	60.0	epochs	0.04	1.0	225.0
3061.0	60.0	epochs	0.04	2.0	90.0
3152.0	60.0	epochs	0.04	2.0	225.0
3242.0	60.0	epochs	0.04	1.0	225.0
3333.0	60.0	epochs	0.04	1.0	180.0
3423.0	60.0	epochs	0.04	1.0	225.0
3514.0	60.0	epochs	0.04	1.0	270.0
3604.0	60.0	epochs	0.04	2.0	180.0
3695.0	60.0	epochs	0.04	2.0	45.0
3785.0	60.0	epochs	0.04	1.0	225.0
3876.0	60.0	epochs	0.04	1.0	0.0
3966.0	60.0	epochs	0.04	2.0	315.0
4057.0	60.0	epochs	0.04	1.0	180.0
4148.0	59.0	epochs	0.04	2.0	225.0
4238.0	60.0	epochs	0.04	1.0	270.0
4329.0	59.0	epochs	0.04	2.0	180.0
4419.0	60.0	epochs	0.04	2.0	315.0
4510.0	59.0	epochs	0.04	2.0	0.0
4600.0	60.0	epochs	0.04	1.0	315.0
4691.0	59.0	epochs			
4781.0	60.0	epochs	0.04	2.0	270.0
4872.0	60.0	epochs	0.04	2.0	135.0
4962.0	60.0	epochs			
5053.0	60.0	epochs	0.04	1.0	225.0
5143.0	60.0	epochs	0.04	1.0	270.0
5234.0	60.0	epochs	0.04	2.0	315.0
5324.0	60.0	epochs	0.04	2.0	135.0
5415.0	60.0	epochs	0.04	2.0	45.0
5505.0	60.0	epochs	0.04	1.0	315.0
5596.0	60.0	epochs	0.04	2.0	135.0
5686.0	60.0	epochs	0.04	1.0	225.0
5777.0	60.0	epochs	0.04	2.0	225.0
5867.0	60.0	epochs	0.04	1.0	270.0
5958.0	60.0	epochs	0.04	1.0	90.0
6048.0	60.0	epochs	0.04	2.0	90.0
6139.0	60.0	epochs	0.04	2.0	135.0
6229.0	60.0	epochs	0.04	2.0	225.0
6320.0	60.0	epochs			
6410.0	60.0	epochs	0.04	2.0	0.0
6501.0	60.0	epochs	0.04	2.0	270.0
6592.0	59.0	epochs	0.04	1.0	45.0
6682.0	60.0	epochs	0.04	1.0	135.0
6773.0	59.0	epochs			
6863.0	60.0	epochs			
6954.0	59.0	epochs	0.04	1.0	225.0
7044.0	60.0	epochs			
7135.0	59.0	epochs	0.04	1.0	135.0
7225.0	60.0	epochs	0.04	2.0	45.0
7316.0	60.0	epochs			
7406.0	60.0	epochs	0.04	1.0	225.0
7497.0	60.0	epochs	0.04	2.0	225.0
7587.0	60.0	epochs	0.04	2.0	90.0
7678.0	60.0	epochs	0.04	1.0	135.0
7768.0	60.0	epochs	0.04	2.0	90.0
7859.0	60.0	epochs	0.04	2.0	45.0
7949.0	60.0	epochs	0.04	1.0	0.0
8040.0	60.0	epochs	0.04	2.0	135.0
8130.0	60.0	epochs	0.04	1.0	90.0
8221.0	60.0	epochs	0.04	1.0	45.0
8311.0	60.0	epochs	0.04	1.0	225.0
8402.0	60.0	epochs	0.04	2.0	90.0
8492.0	60.0	epochs	0.04	1.0	45.0
8583.0	60.0	epochs	0.04	2.0	180.0
8673.0	60.0	epochs	0.04	2.0	225.0
8764.0	60.0	epochs	0.04	2.0	135.0
8854.0	60.0	epochs	0.04	2.0	315.0
8945.0	60.0	epochs	0.04	1.0	135.0
9036.0	59.0	epochs	0.04	1.0	90.0
9126.0	60.0	epochs	0.04	2.0	135.0
9217.0	59.0	epochs	0.04	2.0	0.0
9307.0	60.0	epochs	0.04	1.0	45.0
9398.0	59.0	epochs	0.04	1.0	270.0
9488.0	60.0	epochs	0.04	1.0	315.0
9579.0	59.0	epochs	0.04	1.0	0.0
9669.0	60.0	epochs	0.04	1.0	180.0
9760.0	60.0	epochs	0.04	1.0	225.0
9850.0	60.0	epochs	0.04	1.0	135.0
9941.0	60.0	epochs	0.04	1.0	180.0
