onset	duration	nwb_table	spatial_frequency	temporal_frequency	direction
445.0	60.0	epochs	0.04	2.0	225.0
535.0	60.0	epochs	0.04	2.0	270.0
626.0	59.0	epochs	0.04	2.0	180.0
716.0	60.0	epochs	0.04	1.0	90.0
806.0	60.0	epochs	0.04	1.0	45.0
897.0	59.0	epochs	0.04	1.0	0.0
987.0	60.0	epochs	0.04	2.0	135.0
1077.0	60.0	epochs	0.04	1.0	270.0
1167.0	60.0	epochs	0.04	2.0	45.0
1258.0	59.0	epochs	0.04	1.0	135.0
1348.0	60.0	epochs	0.04	2.0	270.0
1438.0	60.0	epochs	0.04	1.0	180.0
1529.0	59.0	epochs	0.04	2.0	225.0
1619.0	60.0	epochs	0.04	2.0	180.0
1709.0	60.0	epochs	0.04	1.0	45.0
1800.0	59.0	epochs	0.04	1.0	225.0
1890.0	60.0	epochs	0.04	2.0	90.0
1980.0	60.0	epochs	0.04	1.0	180.0
2070.0	60.0	epochs	0.04	1.0	315.0
2161.0	59.0	epochs	0.04	2.0	180.0
2251.0	60.0	epochs	0.04	2.0	0.0
2341.0	60.0	epochs	0.04	1.0	45.0
2432.0	59.0	epochs	0.04	1.0	90.0
2522.0	60.0	epochs	0.04	2.0	315.0
2612.0	60.0	epochs	0.04	2.0	270.0
2703.0	59.0	epochs	0.04	1.0	270.0
2793.0	60.0	epochs	0.04	2.0	270.0
2883.0	60.0	epochs			
2974.0	59.0	epochs	0.04	2.0	270.0
3064.0	60.0	epochs	0.04	1.0	225.0
3154.0	60.0	epochs	0.04	2.0	180.0
3244.0	60.0	epochs	0.04	2.0	0.0
3335.0	59.0	epochs	0.04	2.0	0.0
3425.0	60.0	epochs	0.04	1.0	45.0
3515.0	60.0	epochs	0.04	1.0	135.0
3606.0	59.0	epochs	0.04	2.0	90.0
3696.0	60.0	epochs	0.04	1.0	270.0
3786.0	60.0	epochs	0.04	2.0	90.0
3877.0	59.0	epochs			
3967.0	60.0	epochs	0.04	2.0	135.0
4057.0	60.0	epochs	0.04	1.0	270.0
4147.0	60.0	epochs	0.04	2.0	0.0
4238.0	59.0	epochs	0.04	2.0	90.0
4328.0	60.0	epochs	0.04	2.0	90.0
4418.0	60.0	epochs	0.04	1.0	0.0
4509.0	59.0	epochs	0.04	1.0	135.0
4599.0	60.0	epochs	0.04	2.0	315.0
4689.0	60.0	epochs	0.04	1.0	135.0
4780.0	59.0	epochs	0.04	2.0	180.0
4870.0	60.0	epochs	0.04	1.0	315.0
4960.0	60.0	epochs	0.04	1.0	90.0
5050.0	60.0	epochs	0.04	2.0	315.0
