onset	duration	nwb_table	spatial_frequency	temporal_frequency	direction
445.0	60.0	epochs	0.04	1.0	180.0
536.0	59.0	epochs	0.04	2.0	225.0
626.0	60.0	epochs	0.04	2.0	315.0
716.0	60.0	epochs	0.04	2.0	180.0
806.0	60.0	epochs	0.04	1.0	225.0
897.0	60.0	epochs	0.04	2.0	45.0
987.0	60.0	epochs	0.04	1.0	90.0
1077.0	60.0	epochs	0.04	2.0	135.0
1168.0	59.0	epochs	0.04	1.0	45.0
1258.0	60.0	epochs	0.04	1.0	0.0
1348.0	60.0	epochs	0.04	2.0	270.0
1439.0	59.0	epochs	0.04	2.0	180.0
1529.0	60.0	epochs	0.04	1.0	45.0
1619.0	60.0	epochs	0.04	1.0	90.0
1710.0	59.0	epochs	0.04	2.0	270.0
1800.0	60.0	epochs			
1890.0	60.0	epochs	0.04	1.0	0.0
1981.0	59.0	epochs	0.04	1.0	135.0
2071.0	60.0	epochs	0.04	1.0	90.0
2161.0	60.0	epochs	0.04	2.0	90.0
2251.0	60.0	epochs	0.04	2.0	270.0
2342.0	59.0	epochs	0.04	1.0	315.0
2432.0	60.0	epochs	0.04	2.0	0.0
2522.0	60.0	epochs	0.04	1.0	225.0
2613.0	59.0	epochs	0.04	2.0	315.0
2703.0	60.0	epochs	0.04	2.0	135.0
2793.0	60.0	epochs	0.04	1.0	225.0
2884.0	59.0	epochs			
2974.0	60.0	epochs	0.04	2.0	45.0
3064.0	60.0	epochs			
3155.0	59.0	epochs	0.04	2.0	45.0
3245.0	60.0	epochs	0.04	1.0	135.0
3335.0	60.0	epochs	0.04	2.0	315.0
3426.0	59.0	epochs	0.04	2.0	45.0
3516.0	60.0	epochs	0.04	1.0	270.0
3606.0	60.0	epochs	0.04	1.0	90.0
3696.0	60.0	epochs	0.04	2.0	90.0
3787.0	59.0	epochs	0.04	2.0	90.0
3877.0	60.0	epochs	0.04	2.0	0.0
3967.0	60.0	epochs	0.04	1.0	315.0
4058.0	59.0	epochs	0.04	1.0	225.0
4148.0	60.0	epochs	0.04	1.0	90.0
4238.0	60.0	epochs	0.04	1.0	225.0
4329.0	59.0	epochs	0.04	1.0	315.0
4419.0	60.0	epochs	0.04	1.0	180.0
4509.0	60.0	epochs	0.04	1.0	180.0
4600.0	59.0	epochs			
4690.0	60.0	epochs	0.04	1.0	315.0
4780.0	60.0	epochs	0.04	1.0	270.0
4870.0	60.0	epochs	0.04	1.0	90.0
4961.0	59.0	epochs	0.04	2.0	90.0
5051.0	60.0	epochs	0.04	1.0	0.0
5141.0	60.0	epochs	0.04	1.0	90.0
5232.0	59.0	epochs	0.04	1.0	0.0
5322.0	60.0	epochs	0.04	2.0	90.0
5412.0	60.0	epochs	0.04	1.0	135.0
5503.0	59.0	epochs	0.04	2.0	270.0
5593.0	60.0	epochs	0.04	2.0	180.0
5683.0	60.0	epochs	0.04	1.0	45.0
5774.0	59.0	epochs	0.04	1.0	45.0
5864.0	60.0	epochs	0.04	1.0	270.0
5954.0	60.0	epochs	0.04	1.0	0.0
6045.0	59.0	epochs	0.04	2.0	270.0
6135.0	60.0	epochs	0.04	2.0	45.0
6225.0	60.0	epochs	0.04	1.0	270.0
6315.0	60.0	epochs	0.04	1.0	90.0
6406.0	59.0	epochs	0.04	2.0	90.0
6496.0	60.0	epochs	0.04	1.0	225.0
6586.0	60.0	epochs	0.04	1.0	135.0
6677.0	59.0	epochs	0.04	2.0	45.0
6767.0	60.0	epochs	0.04	2.0	45.0
6857.0	60.0	epochs	0.04	1.0	0.0
6948.0	59.0	epochs	0.04	1.0	225.0
7038.0	60.0	epochs			
7128.0	60.0	epochs	0.04	1.0	45.0
7219.0	59.0	epochs	0.04	1.0	0.0
7309.0	60.0	epochs	0.04	2.0	45.0
7399.0	60.0	epochs			
7489.0	60.0	epochs	0.04	1.0	45.0
7580.0	59.0	epochs	0.04	2.0	90.0
7670.0	60.0	epochs	0.04	2.0	270.0
7760.0	60.0	epochs	0.04	1.0	90.0
7851.0	59.0	epochs	0.04	1.0	270.0
7941.0	60.0	epochs	0.04	2.0	45.0
8031.0	60.0	epochs	0.04	1.0	270.0
8122.0	59.0	epochs	0.04	2.0	90.0
8212.0	60.0	epochs	0.04	2.0	135.0
8302.0	60.0	epochs	0.04	2.0	225.0
8393.0	59.0	epochs	0.04	1.0	315.0
8483.0	60.0	epochs	0.04	1.0	315.0
8573.0	60.0	epochs	0.04	1.0	45.0
8664.0	59.0	epochs	0.04	2.0	45.0
8754.0	60.0	epochs	0.04	2.0	180.0
8844.0	60.0	epochs			
8934.0	60.0	epochs	0.04	2.0	45.0
9025.0	59.0	epochs	0.04	1.0	0.0
9115.0	60.0	epochs	0.04	2.0	270.0
9205.0	60.0	epochs	0.04	1.0	90.0
9296.0	59.0	epochs	0.04	2.0	90.0
9386.0	60.0	epochs	0.04	2.0	0.0
9476.0	60.0	epochs	0.04	1.0	0.0
9567.0	59.0	epochs	0.04	1.0	315.0
9657.0	60.0	epochs	0.04	1.0	90.0
9747.0	60.0	epochs			
9838.0	59.0	epochs	0.04	1.0	135.0
9928.0	60.0	epochs	0.04	1.0	180.0
10018.0	60.0	epochs	0.04	2.0	0.0
10108.0	60.0	epochs	0.04	1.0	45.0
10199.0	59.0	epochs	0.04	2.0	135.0
10289.0	60.0	epochs	0.04	2.0	270.0
10379.0	60.0	epochs	0.04	1.0	225.0
10470.0	59.0	epochs	0.04	1.0	270.0
10560.0	60.0	epochs	0.04	1.0	180.0
10650.0	60.0	epochs	0.04	2.0	90.0
10741.0	59.0	epochs	0.04	1.0	135.0
10831.0	60.0	epochs	0.04	2.0	45.0
10921.0	60.0	epochs	0.04	1.0	135.0
11012.0	59.0	epochs	0.04	2.0	0.0
11102.0	60.0	epochs	0.04	2.0	135.0
11192.0	60.0	epochs	0.04	1.0	0.0
11283.0	59.0	epochs	0.04	2.0	225.0
11373.0	60.0	epochs			
11463.0	60.0	epochs	0.04	2.0	270.0
11553.0	60.0	epochs	0.04	2.0	135.0
11644.0	59.0	epochs	0.04	1.0	315.0
11734.0	60.0	epochs	0.04	2.0	315.0
11824.0	60.0	epochs	0.04	2.0	315.0
11915.0	59.0	epochs			
12005.0	60.0	epochs	0.04	1.0	315.0
12095.0	60.0	epochs	0.04	1.0	315.0
12186.0	59.0	epochs	0.04	1.0	225.0
12276.0	60.0	epochs	0.04	2.0	0.0
12366.0	60.0	epochs	0.04	1.0	135.0
12457.0	59.0	epochs	0.04	2.0	45.0
12547.0	60.0	epochs	0.04	1.0	45.0
12637.0	60.0	epochs	0.04	2.0	0.0
12727.0	60.0	epochs	0.04	1.0	90.0
12818.0	59.0	epochs	0.04	2.0	45.0
12908.0	60.0	epochs	0.04	2.0	225.0
12998.0	60.0	epochs	0.04	2.0	315.0
13089.0	59.0	epochs	0.04	2.0	0.0
13179.0	60.0	epochs	0.04	1.0	225.0
13269.0	60.0	epochs	0.04	1.0	180.0
13360.0	59.0	epochs	0.04	1.0	180.0
13450.0	60.0	epochs	0.04	1.0	180.0
13540.0	60.0	epochs	0.04	2.0	135.0
13631.0	59.0	epochs	0.04	2.0	270.0
13721.0	60.0	epochs	0.04	2.0	90.0
13811.0	60.0	epochs	0.04	1.0	180.0
13902.0	59.0	epochs	0.04	1.0	135.0
13992.0	60.0	epochs	0.04	2.0	315.0
14082.0	60.0	epochs	0.04	2.0	0.0
14172.0	60.0	epochs	0.04	2.0	45.0
14263.0	59.0	epochs	0.04	1.0	135.0
14353.0	60.0	epochs	0.04	1.0	225.0
14443.0	60.0	epochs	0.04	2.0	270.0
14534.0	59.0	epochs	0.04	1.0	180.0
14624.0	60.0	epochs	0.04	2.0	225.0
14714.0	60.0	epochs	0.04	1.0	0.0
14805.0	59.0	epochs	0.04	1.0	270.0
14895.0	60.0	epochs	0.04	1.0	0.0
14985.0	60.0	epochs	0.04	2.0	270.0
15076.0	59.0	epochs	0.04	2.0	225.0
15166.0	60.0	epochs	0.04	1.0	270.0
15256.0	60.0	epochs	0.04	1.0	90.0
15346.0	60.0	epochs	0.04	2.0	90.0
15437.0	59.0	epochs	0.04	1.0	270.0
15527.0	60.0	epochs			
15617.0	60.0	epochs	0.04	2.0	180.0
15708.0	59.0	epochs	0.04	2.0	135.0
15798.0	60.0	epochs	0.04	2.0	90.0
15888.0	60.0	epochs	0.04	2.0	135.0
15979.0	59.0	epochs	0.04	1.0	180.0
16069.0	60.0	epochs	0.04	2.0	0.0
16159.0	60.0	epochs	0.04	2.0	315.0
16250.0	59.0	epochs	0.04	1.0	0.0
16340.0	60.0	epochs	0.04	1.0	315.0
16430.0	60.0	epochs	0.04	2.0	135.0
16520.0	60.0	epochs	0.04	2.0	90.0
16611.0	60.0	epochs	0.04	2.0	315.0
16701.0	60.0	epochs	0.04	1.0	90.0
16791.0	60.0	epochs	0.04	2.0	135.0
16882.0	59.0	epochs	0.04	2.0	180.0
16972.0	60.0	epochs	0.04	2.0	270.0
17062.0	60.0	epochs	0.04	1.0	270.0
17153.0	59.0	epochs	0.04	1.0	180.0
17243.0	60.0	epochs	0.04	1.0	45.0
17333.0	60.0	epochs	0.04	2.0	180.0
17424.0	59.0	epochs	0.04	2.0	0.0
17514.0	60.0	epochs	0.04	2.0	45.0
17604.0	60.0	epochs	0.04	2.0	45.0
17695.0	59.0	epochs	0.04	1.0	270.0
17785.0	60.0	epochs	0.04	2.0	270.0
17875.0	60.0	epochs	0.04	2.0	225.0
17965.0	60.0	epochs	0.04	2.0	0.0
18056.0	59.0	epochs	0.04	2.0	225.0
18146.0	60.0	epochs	0.04	1.0	90.0
18236.0	60.0	epochs	0.04	1.0	180.0
18327.0	59.0	epochs	0.04	1.0	90.0
18417.0	60.0	epochs	0.04	2.0	225.0
18507.0	60.0	epochs	0.04	2.0	45.0
18598.0	59.0	epochs	0.04	2.0	180.0
18688.0	60.0	epochs	0.04	2.0	135.0
18778.0	60.0	epochs	0.04	1.0	315.0
18869.0	59.0	epochs	0.04	1.0	270.0
18959.0	60.0	epochs	0.04	1.0	0.0
19049.0	60.0	epochs	0.04	2.0	315.0
19139.0	60.0	epochs	0.04	1.0	180.0
19230.0	60.0	epochs	0.04	2.0	225.0
19320.0	60.0	epochs	0.04	2.0	0.0
19410.0	60.0	epochs	0.04	2.0	45.0
19501.0	59.0	epochs	0.04	1.0	45.0
19591.0	60.0	epochs	0.04	1.0	180.0
19681.0	60.0	epochs	0.04	2.0	0.0
19772.0	59.0	epochs	0.04	1.0	135.0
19862.0	60.0	epochs	0.04	1.0	0.0
19952.0	60.0	epochs	0.04	2.0	135.0
20043.0	59.0	epochs	0.04	2.0	270.0
20133.0	60.0	epochs	0.04	1.0	0.0
20223.0	60.0	epochs	0.04	2.0	135.0
20314.0	59.0	epochs	0.04	1.0	135.0
20404.0	60.0	epochs	0.04	2.0	90.0
20494.0	60.0	epochs	0.04	2.0	0.0
20584.0	60.0	epochs			
20675.0	59.0	epochs	0.04	2.0	135.0
20765.0	60.0	epochs	0.04	1.0	135.0
20855.0	60.0	epochs	0.04	1.0	180.0
20946.0	59.0	epochs	0.04	2.0	315.0
21036.0	60.0	epochs	0.04	1.0	45.0
21126.0	60.0	epochs	0.04	1.0	135.0
21217.0	59.0	epochs	0.04	2.0	225.0
21307.0	60.0	epochs	0.04	2.0	135.0
21397.0	60.0	epochs	0.04	1.0	180.0
21488.0	59.0	epochs	0.04	1.0	180.0
21578.0	60.0	epochs	0.04	2.0	225.0
21668.0	60.0	epochs	0.04	2.0	315.0
21758.0	60.0	epochs	0.04	2.0	180.0
21849.0	60.0	epochs	0.04	2.0	225.0
21939.0	60.0	epochs	0.04	1.0	315.0
22029.0	60.0	epochs	0.04	1.0	270.0
22120.0	59.0	epochs	0.04	1.0	270.0
22210.0	60.0	epochs	0.04	1.0	45.0
22300.0	60.0	epochs	0.04	1.0	270.0
22391.0	59.0	epochs	0.04	1.0	0.0
22481.0	60.0	epochs	0.04	1.0	180.0
22571.0	60.0	epochs	0.04	1.0	0.0
22662.0	59.0	epochs	0.04	1.0	0.0
22752.0	60.0	epochs	0.04	1.0	45.0
22842.0	60.0	epochs	0.04	2.0	225.0
22933.0	59.0	epochs	0.04	2.0	0.0
23023.0	60.0	epochs	0.04	2.0	90.0
23113.0	60.0	epochs	0.04	1.0	315.0
23203.0	60.0	epochs	0.04	1.0	135.0
23294.0	59.0	epochs	0.04	2.0	315.0
23384.0	60.0	epochs	0.04	2.0	0.0
23474.0	60.0	epochs	0.04	1.0	0.0
23565.0	59.0	epochs	0.04	2.0	270.0
23655.0	60.0	epochs	0.04	2.0	90.0
23745.0	60.0	epochs	0.04	2.0	225.0
23836.0	59.0	epochs	0.04	2.0	45.0
23926.0	60.0	epochs			
24016.0	60.0	epochs	0.04	1.0	0.0
24107.0	59.0	epochs	0.04	2.0	90.0
24197.0	60.0	epochs	0.04	2.0	180.0
24287.0	60.0	epochs	0.04	2.0	180.0
24377.0	60.0	epochs	0.04	1.0	225.0
24468.0	59.0	epochs			
24558.0	60.0	epochs			
24648.0	60.0	epochs			
24739.0	59.0	epochs	0.04	2.0	90.0
24829.0	60.0	epochs	0.04	2.0	90.0
24919.0	60.0	epochs	0.04	1.0	45.0
25010.0	59.0	epochs	0.04	1.0	225.0
25100.0	60.0	epochs	0.04	1.0	225.0
25190.0	60.0	epochs			
25281.0	59.0	epochs	0.04	1.0	45.0
25371.0	60.0	epochs	0.04	2.0	225.0
25461.0	60.0	epochs	0.04	2.0	180.0
25552.0	59.0	epochs	0.04	2.0	270.0
25642.0	60.0	epochs	0.04	1.0	135.0
25732.0	60.0	epochs	0.04	1.0	0.0
25822.0	60.0	epochs	0.04	1.0	0.0
25913.0	59.0	epochs	0.04	2.0	90.0
26003.0	60.0	epochs	0.04	2.0	180.0
26093.0	60.0	epochs	0.04	1.0	135.0
26184.0	59.0	epochs	0.04	1.0	90.0
26274.0	60.0	epochs	0.04	2.0	135.0
26364.0	60.0	epochs	0.04	2.0	0.0
26455.0	59.0	epochs	0.04	1.0	0.0
26545.0	60.0	epochs	0.04	1.0	45.0
26635.0	60.0	epochs	0.04	1.0	0.0
26726.0	59.0	epochs	0.04	1.0	45.0
26816.0	60.0	epochs	0.04	2.0	0.0
26906.0	60.0	epochs			
26996.0	60.0	epochs	0.04	2.0	45.0
27087.0	59.0	epochs	0.04	2.0	270.0
27177.0	60.0	epochs	0.04	1.0	135.0
27267.0	60.0	epochs	0.04	2.0	0.0
27358.0	59.0	epochs	0.04	2.0	180.0
27448.0	60.0	epochs	0.04	2.0	0.0
27538.0	60.0	epochs	0.04	2.0	315.0
27629.0	59.0	epochs	0.04	2.0	270.0
27719.0	60.0	epochs	0.04	1.0	225.0
27809.0	60.0	epochs	0.04	2.0	90.0
27900.0	59.0	epochs	0.04	1.0	45.0
27990.0	60.0	epochs	0.04	1.0	315.0
28080.0	60.0	epochs	0.04	2.0	45.0
28171.0	59.0	epochs	0.04	2.0	90.0
28261.0	60.0	epochs	0.04	2.0	0.0
28351.0	60.0	epochs	0.04	1.0	180.0
28441.0	60.0	epochs	0.04	2.0	0.0
