onset	duration	nwb_table	spatial_frequency	temporal_frequency	direction
436.0	59.0	epochs	0.04	2.0	135.0
526.0	60.0	epochs	0.04	2.0	45.0
617.0	60.0	epochs	0.04	2.0	315.0
707.0	60.0	epochs	0.04	1.0	225.0
798.0	60.0	epochs	0.04	2.0	270.0
888.0	60.0	epochs	0.04	2.0	270.0
979.0	60.0	epochs	0.04	2.0	225.0
1069.0	60.0	epochs	0.04	1.0	45.0
1160.0	60.0	epochs	0.04	2.0	45.0
1250.0	60.0	epochs	0.04	1.0	0.0
1341.0	60.0	epochs	0.04	1.0	90.0
1431.0	60.0	epochs	0.04	1.0	225.0
1522.0	60.0	epochs	0.04	2.0	135.0
1612.0	60.0	epochs			
1703.0	60.0	epochs	0.04	2.0	0.0
1793.0	60.0	epochs	0.04	1.0	270.0
1884.0	60.0	epochs	0.04	1.0	135.0
1975.0	59.0	epochs	0.04	2.0	180.0
2065.0	60.0	epochs	0.04	2.0	90.0
2156.0	59.0	epochs			
2246.0	60.0	epochs	0.04	1.0	45.0
2337.0	59.0	epochs	0.04	1.0	270.0
2427.0	60.0	epochs	0.04	1.0	315.0
2518.0	59.0	epochs	0.04	1.0	90.0
2608.0	60.0	epochs	0.04	2.0	270.0
2699.0	60.0	epochs	0.04	1.0	315.0
2789.0	60.0	epochs	0.04	2.0	0.0
2880.0	60.0	epochs			
2970.0	60.0	epochs	0.04	1.0	180.0
3061.0	60.0	epochs	0.04	1.0	135.0
3151.0	60.0	epochs	0.04	1.0	315.0
3242.0	60.0	epochs	0.04	1.0	180.0
3332.0	60.0	epochs	0.04	1.0	225.0
3423.0	60.0	epochs	0.04	1.0	270.0
3513.0	60.0	epochs	0.04	2.0	315.0
3604.0	60.0	epochs	0.04	1.0	0.0
3694.0	60.0	epochs	0.04	1.0	225.0
3785.0	60.0	epochs	0.04	2.0	135.0
3875.0	60.0	epochs	0.04	1.0	45.0
3966.0	60.0	epochs			
4057.0	59.0	epochs	0.04	1.0	90.0
4147.0	60.0	epochs	0.04	1.0	270.0
4238.0	59.0	epochs	0.04	2.0	270.0
4328.0	60.0	epochs	0.04	1.0	135.0
4419.0	59.0	epochs	0.04	2.0	0.0
4509.0	60.0	epochs	0.04	1.0	90.0
4600.0	60.0	epochs	0.04	2.0	0.0
4690.0	60.0	epochs	0.04	1.0	225.0
4781.0	60.0	epochs	0.04	1.0	315.0
4871.0	60.0	epochs	0.04	2.0	225.0
4962.0	60.0	epochs	0.04	1.0	45.0
5052.0	60.0	epochs	0.04	1.0	270.0
5143.0	60.0	epochs	0.04	2.0	90.0
5233.0	60.0	epochs	0.04	2.0	270.0
5324.0	60.0	epochs	0.04	1.0	0.0
5414.0	60.0	epochs	0.04	2.0	45.0
5505.0	60.0	epochs	0.04	1.0	135.0
5595.0	60.0	epochs	0.04	2.0	45.0
5686.0	60.0	epochs			
5776.0	60.0	epochs	0.04	2.0	270.0
5867.0	60.0	epochs	0.04	2.0	180.0
5958.0	59.0	epochs	0.04	1.0	45.0
6048.0	60.0	epochs	0.04	1.0	315.0
6139.0	59.0	epochs	0.04	2.0	225.0
6229.0	60.0	epochs	0.04	1.0	135.0
6320.0	59.0	epochs			
6410.0	60.0	epochs	0.04	1.0	180.0
6501.0	59.0	epochs	0.04	1.0	225.0
6591.0	60.0	epochs	0.04	2.0	180.0
6682.0	60.0	epochs	0.04	2.0	180.0
6772.0	60.0	epochs	0.04	2.0	0.0
6863.0	60.0	epochs	0.04	1.0	180.0
6953.0	60.0	epochs			
7044.0	60.0	epochs	0.04	1.0	180.0
7134.0	60.0	epochs	0.04	2.0	315.0
7225.0	60.0	epochs	0.04	2.0	225.0
7315.0	60.0	epochs	0.04	2.0	0.0
7406.0	60.0	epochs	0.04	1.0	0.0
7496.0	60.0	epochs	0.04	1.0	180.0
7587.0	60.0	epochs	0.04	2.0	180.0
7677.0	60.0	epochs	0.04	1.0	0.0
7768.0	60.0	epochs	0.04	1.0	270.0
7858.0	60.0	epochs	0.04	2.0	315.0
7949.0	60.0	epochs	0.04	1.0	315.0
8040.0	59.0	epochs	0.04	1.0	270.0
8130.0	60.0	epochs	0.04	1.0	90.0
8221.0	59.0	epochs	0.04	2.0	180.0
8311.0	60.0	epochs	0.04	1.0	315.0
8402.0	59.0	epochs	0.04	1.0	0.0
8492.0	60.0	epochs	0.04	1.0	0.0
8583.0	59.0	epochs	0.04	2.0	135.0
8673.0	60.0	epochs	0.04	1.0	90.0
8764.0	60.0	epochs	0.04	2.0	135.0
8854.0	60.0	epochs	0.04	1.0	315.0
8945.0	60.0	epochs	0.04	2.0	270.0
9035.0	60.0	epochs	0.04	1.0	90.0
9126.0	60.0	epochs	0.04	2.0	270.0
9216.0	60.0	epochs	0.04	2.0	315.0
9307.0	60.0	epochs	0.04	2.0	0.0
9397.0	60.0	epochs	0.04	1.0	135.0
9488.0	60.0	epochs	0.04	1.0	0.0
9578.0	60.0	epochs	0.04	2.0	180.0
9669.0	60.0	epochs	0.04	1.0	225.0
9759.0	60.0	epochs	0.04	1.0	180.0
9850.0	60.0	epochs	0.04	1.0	135.0
9940.0	60.0	epochs	0.04	2.0	0.0
10031.0	60.0	epochs	0.04	2.0	225.0
10122.0	59.0	epochs	0.04	2.0	180.0
10212.0	60.0	epochs	0.04	1.0	135.0
10303.0	59.0	epochs	0.04	1.0	0.0
10393.0	60.0	epochs	0.04	1.0	270.0
10484.0	59.0	epochs	0.04	1.0	270.0
10574.0	60.0	epochs	0.04	2.0	180.0
10665.0	60.0	epochs	0.04	2.0	90.0
10755.0	60.0	epochs	0.04	1.0	225.0
10846.0	60.0	epochs	0.04	2.0	180.0
10936.0	60.0	epochs	0.04	1.0	225.0
11027.0	60.0	epochs	0.04	1.0	45.0
11117.0	60.0	epochs	0.04	1.0	45.0
11208.0	60.0	epochs			
11298.0	60.0	epochs	0.04	2.0	0.0
11389.0	60.0	epochs	0.04	1.0	225.0
11479.0	60.0	epochs			
11570.0	60.0	epochs			
11660.0	60.0	epochs	0.04	2.0	0.0
11751.0	60.0	epochs	0.04	2.0	0.0
11841.0	60.0	epochs			
