onset	duration	nwb_table	spatial_frequency	temporal_frequency	direction
436.0	60.0	epochs	0.04	2.0	0.0
527.0	60.0	epochs	0.04	1.0	180.0
617.0	60.0	epochs	0.04	1.0	180.0
708.0	60.0	epochs	0.04	1.0	180.0
799.0	59.0	epochs	0.04	1.0	225.0
889.0	60.0	epochs	0.04	1.0	135.0
980.0	59.0	epochs	0.04	2.0	0.0
1070.0	60.0	epochs	0.04	2.0	90.0
1161.0	59.0	epochs	0.04	1.0	315.0
1251.0	60.0	epochs	0.04	1.0	180.0
1342.0	60.0	epochs	0.04	1.0	135.0
1432.0	60.0	epochs	0.04	1.0	180.0
1523.0	60.0	epochs	0.04	1.0	90.0
1613.0	60.0	epochs	0.04	2.0	270.0
1704.0	60.0	epochs	0.04	2.0	45.0
1794.0	60.0	epochs	0.04	1.0	45.0
1885.0	60.0	epochs	0.04	2.0	90.0
1975.0	60.0	epochs	0.04	2.0	45.0
2066.0	60.0	epochs	0.04	1.0	225.0
2156.0	62.0	epochs	0.04	2.0	45.0
2248.0	60.0	epochs	0.04	2.0	135.0
2339.0	60.0	epochs	0.04	1.0	90.0
2430.0	59.0	epochs	0.04	2.0	180.0
2520.0	60.0	epochs	0.04	2.0	315.0
2611.0	59.0	epochs	0.04	1.0	225.0
2701.0	60.0	epochs	0.04	2.0	270.0
2792.0	59.0	epochs	0.04	2.0	225.0
2882.0	60.0	epochs	0.04	2.0	180.0
2973.0	60.0	epochs	0.04	2.0	135.0
3063.0	60.0	epochs	0.04	2.0	135.0
3154.0	60.0	epochs	0.04	2.0	90.0
3244.0	60.0	epochs	0.04	1.0	270.0
3335.0	60.0	epochs	0.04	2.0	180.0
3425.0	60.0	epochs	0.04	2.0	180.0
3516.0	60.0	epochs	0.04	1.0	315.0
3606.0	60.0	epochs			
3697.0	60.0	epochs	0.04	1.0	45.0
3787.0	60.0	epochs	0.04	1.0	315.0
3878.0	60.0	epochs	0.04	1.0	180.0
3968.0	60.0	epochs	0.04	2.0	315.0
4059.0	60.0	epochs	0.04	2.0	315.0
4150.0	59.0	epochs	0.04	1.0	225.0
4240.0	60.0	epochs	0.04	2.0	315.0
4331.0	59.0	epochs	0.04	2.0	135.0
4421.0	60.0	epochs	0.04	1.0	315.0
4512.0	59.0	epochs	0.04	2.0	270.0
4602.0	60.0	epochs	0.04	1.0	45.0
4693.0	60.0	epochs	0.04	1.0	90.0
4783.0	60.0	epochs	0.04	1.0	180.0
4874.0	60.0	epochs			
4964.0	60.0	epochs	0.04	2.0	45.0
5055.0	60.0	epochs	0.04	2.0	270.0
5145.0	60.0	epochs	0.04	2.0	180.0
5236.0	60.0	epochs	0.04	1.0	135.0
5326.0	60.0	epochs	0.04	1.0	270.0
5417.0	60.0	epochs	0.04	2.0	45.0
5507.0	60.0	epochs	0.04	2.0	315.0
5598.0	60.0	epochs			
5688.0	60.0	epochs	0.04	2.0	45.0
5779.0	60.0	epochs	0.04	1.0	225.0
5870.0	59.0	epochs	0.04	2.0	180.0
5960.0	60.0	epochs	0.04	2.0	90.0
6051.0	59.0	epochs	0.04	2.0	135.0
6141.0	60.0	epochs	0.04	1.0	45.0
6232.0	59.0	epochs	0.04	1.0	315.0
6322.0	60.0	epochs	0.04	1.0	90.0
6413.0	60.0	epochs			
6503.0	60.0	epochs	0.04	2.0	135.0
6594.0	60.0	epochs	0.04	1.0	135.0
6684.0	60.0	epochs	0.04	2.0	315.0
6775.0	60.0	epochs	0.04	2.0	180.0
6865.0	60.0	epochs	0.04	1.0	225.0
6956.0	60.0	epochs	0.04	2.0	45.0
7046.0	60.0	epochs	0.04	1.0	180.0
7137.0	60.0	epochs	0.04	2.0	135.0
7227.0	60.0	epochs	0.04	2.0	315.0
7318.0	60.0	epochs	0.04	1.0	45.0
7408.0	60.0	epochs	0.04	2.0	0.0
7499.0	60.0	epochs	0.04	2.0	45.0
7590.0	59.0	epochs	0.04	2.0	135.0
7680.0	60.0	epochs	0.04	2.0	135.0
7771.0	59.0	epochs	0.04	2.0	180.0
7861.0	60.0	epochs	0.04	2.0	135.0
7952.0	59.0	epochs	0.04	1.0	135.0
8042.0	60.0	epochs	0.04	2.0	225.0
8133.0	60.0	epochs	0.04	2.0	225.0
8223.0	60.0	epochs	0.04	2.0	135.0
8314.0	60.0	epochs	0.04	1.0	180.0
8404.0	60.0	epochs	0.04	2.0	135.0
8495.0	60.0	epochs	0.04	2.0	45.0
8585.0	60.0	epochs	0.04	1.0	315.0
8676.0	60.0	epochs	0.04	1.0	90.0
8766.0	60.0	epochs	0.04	1.0	270.0
8857.0	60.0	epochs			
8947.0	60.0	epochs	0.04	1.0	90.0
9038.0	60.0	epochs	0.04	1.0	270.0
9128.0	60.0	epochs	0.04	2.0	225.0
9219.0	60.0	epochs	0.04	1.0	0.0
9310.0	59.0	epochs	0.04	2.0	45.0
9400.0	60.0	epochs	0.04	2.0	180.0
9491.0	59.0	epochs	0.04	2.0	180.0
9581.0	60.0	epochs	0.04	2.0	180.0
9672.0	59.0	epochs	0.04	2.0	315.0
9762.0	60.0	epochs	0.04	1.0	90.0
9853.0	60.0	epochs	0.04	1.0	90.0
9943.0	60.0	epochs	0.04	1.0	135.0
10034.0	60.0	epochs	0.04	2.0	90.0
10124.0	60.0	epochs	0.04	1.0	90.0
10215.0	60.0	epochs	0.04	2.0	0.0
10305.0	60.0	epochs	0.04	1.0	90.0
10396.0	60.0	epochs	0.04	2.0	45.0
10486.0	60.0	epochs	0.04	1.0	90.0
10577.0	60.0	epochs	0.04	2.0	90.0
10667.0	60.0	epochs	0.04	2.0	270.0
10758.0	60.0	epochs	0.04	1.0	90.0
10848.0	60.0	epochs	0.04	2.0	315.0
10939.0	60.0	epochs	0.04	2.0	270.0
11030.0	59.0	epochs	0.04	1.0	0.0
11120.0	60.0	epochs	0.04	2.0	180.0
11211.0	59.0	epochs	0.04	1.0	90.0
11301.0	60.0	epochs	0.04	2.0	45.0
11392.0	59.0	epochs			
11482.0	60.0	epochs	0.04	2.0	90.0
11573.0	60.0	epochs	0.04	1.0	180.0
11663.0	60.0	epochs	0.04	1.0	270.0
11754.0	60.0	epochs	0.04	1.0	0.0
11844.0	60.0	epochs	0.04	2.0	90.0
11935.0	60.0	epochs	0.04	2.0	315.0
12025.0	60.0	epochs	0.04	1.0	90.0
12116.0	60.0	epochs	0.04	1.0	180.0
12206.0	60.0	epochs	0.04	2.0	180.0
12297.0	60.0	epochs	0.04	1.0	180.0
12387.0	60.0	epochs	0.04	2.0	0.0
12478.0	60.0	epochs	0.04	1.0	45.0
12568.0	60.0	epochs	0.04	2.0	315.0
12659.0	60.0	epochs	0.04	2.0	0.0
12750.0	59.0	epochs	0.04	2.0	0.0
12840.0	60.0	epochs	0.04	1.0	270.0
12931.0	59.0	epochs	0.04	1.0	180.0
13021.0	60.0	epochs	0.04	2.0	270.0
13112.0	59.0	epochs	0.04	1.0	180.0
13202.0	60.0	epochs	0.04	1.0	180.0
13293.0	60.0	epochs	0.04	2.0	225.0
13383.0	60.0	epochs	0.04	2.0	270.0
13474.0	60.0	epochs	0.04	1.0	0.0
13564.0	60.0	epochs	0.04	2.0	90.0
13655.0	60.0	epochs	0.04	1.0	0.0
13745.0	60.0	epochs	0.04	1.0	45.0
13836.0	60.0	epochs	0.04	1.0	45.0
13926.0	60.0	epochs	0.04	2.0	180.0
14017.0	60.0	epochs	0.04	2.0	225.0
14107.0	60.0	epochs	0.04	1.0	135.0
14198.0	60.0	epochs	0.04	1.0	315.0
14288.0	60.0	epochs	0.04	1.0	225.0
14379.0	60.0	epochs	0.04	2.0	0.0
14469.0	60.0	epochs	0.04	2.0	135.0
14560.0	60.0	epochs	0.04	2.0	0.0
14651.0	59.0	epochs	0.04	2.0	180.0
14741.0	60.0	epochs	0.04	2.0	315.0
14832.0	59.0	epochs	0.04	1.0	180.0
14922.0	60.0	epochs	0.04	2.0	270.0
15013.0	59.0	epochs	0.04	1.0	135.0
15103.0	60.0	epochs	0.04	2.0	135.0
15194.0	60.0	epochs	0.04	1.0	45.0
15284.0	60.0	epochs	0.04	1.0	315.0
15375.0	60.0	epochs	0.04	2.0	225.0
15465.0	60.0	epochs	0.04	2.0	45.0
15556.0	60.0	epochs	0.04	1.0	0.0
15646.0	60.0	epochs	0.04	1.0	0.0
15737.0	60.0	epochs	0.04	2.0	90.0
15827.0	60.0	epochs	0.04	1.0	45.0
15918.0	60.0	epochs	0.04	2.0	225.0
16008.0	60.0	epochs	0.04	2.0	225.0
16099.0	60.0	epochs	0.04	1.0	135.0
16189.0	60.0	epochs	0.04	1.0	225.0
16280.0	60.0	epochs	0.04	2.0	90.0
16371.0	59.0	epochs	0.04	2.0	270.0
16461.0	60.0	epochs	0.04	2.0	315.0
16552.0	59.0	epochs	0.04	1.0	225.0
16642.0	60.0	epochs	0.04	2.0	180.0
16733.0	59.0	epochs	0.04	1.0	135.0
16823.0	60.0	epochs	0.04	2.0	0.0
16914.0	60.0	epochs	0.04	2.0	225.0
17004.0	60.0	epochs	0.04	2.0	45.0
17095.0	60.0	epochs	0.04	2.0	45.0
17185.0	60.0	epochs	0.04	2.0	135.0
17276.0	60.0	epochs	0.04	2.0	180.0
17366.0	60.0	epochs	0.04	2.0	90.0
17457.0	60.0	epochs	0.04	1.0	135.0
17547.0	60.0	epochs	0.04	1.0	135.0
17638.0	60.0	epochs	0.04	1.0	270.0
17728.0	60.0	epochs			
17819.0	60.0	epochs	0.04	2.0	315.0
17909.0	60.0	epochs	0.04	2.0	270.0
18000.0	60.0	epochs	0.04	2.0	180.0
18091.0	59.0	epochs	0.04	1.0	90.0
18181.0	60.0	epochs	0.04	1.0	225.0
18272.0	59.0	epochs	0.04	1.0	270.0
18362.0	60.0	epochs	0.04	1.0	180.0
18453.0	59.0	epochs	0.04	1.0	315.0
18543.0	60.0	epochs	0.04	2.0	225.0
18634.0	60.0	epochs	0.04	1.0	0.0
18724.0	60.0	epochs	0.04	1.0	270.0
18815.0	60.0	epochs	0.04	1.0	315.0
18905.0	60.0	epochs	0.04	1.0	180.0
18996.0	60.0	epochs	0.04	2.0	135.0
19086.0	60.0	epochs	0.04	2.0	135.0
19177.0	60.0	epochs			
19267.0	60.0	epochs	0.04	1.0	90.0
19358.0	60.0	epochs	0.04	1.0	225.0
19448.0	60.0	epochs	0.04	2.0	270.0
19539.0	60.0	epochs	0.04	1.0	0.0
19629.0	60.0	epochs	0.04	2.0	315.0
19720.0	60.0	epochs	0.04	2.0	180.0
19811.0	59.0	epochs	0.04	1.0	315.0
19901.0	60.0	epochs	0.04	1.0	270.0
19992.0	59.0	epochs	0.04	2.0	90.0
20082.0	60.0	epochs	0.04	2.0	270.0
20173.0	59.0	epochs	0.04	2.0	315.0
20263.0	61.0	epochs	0.04	1.0	0.0
20355.0	60.0	epochs	0.04	2.0	0.0
20446.0	60.0	epochs	0.04	1.0	225.0
20536.0	60.0	epochs	0.04	1.0	270.0
20627.0	60.0	epochs	0.04	1.0	225.0
20717.0	60.0	epochs	0.04	1.0	135.0
