onset	duration	nwb_table	spatial_frequency	temporal_frequency	direction
436.0	60.0	epochs			
526.0	60.0	epochs	0.04	2.0	0.0
617.0	60.0	epochs	0.04	1.0	270.0
707.0	60.0	epochs	0.04	1.0	135.0
798.0	60.0	epochs	0.04	2.0	90.0
888.0	60.0	epochs	0.04	2.0	270.0
979.0	60.0	epochs	0.04	1.0	225.0
1070.0	59.0	epochs	0.04	1.0	90.0
1160.0	60.0	epochs	0.04	2.0	45.0
1251.0	59.0	epochs	0.04	1.0	0.0
1341.0	60.0	epochs	0.04	2.0	90.0
1432.0	59.0	epochs	0.04	1.0	135.0
1522.0	60.0	epochs	0.04	2.0	0.0
1613.0	59.0	epochs	0.04	2.0	225.0
1703.0	60.0	epochs			
1794.0	60.0	epochs	0.04	2.0	180.0
1884.0	60.0	epochs	0.04	1.0	135.0
1975.0	60.0	epochs	0.04	2.0	315.0
2065.0	60.0	epochs	0.04	2.0	90.0
2156.0	60.0	epochs	0.04	1.0	0.0
2246.0	60.0	epochs	0.04	2.0	90.0
2337.0	60.0	epochs	0.04	2.0	315.0
2427.0	60.0	epochs	0.04	1.0	135.0
2518.0	60.0	epochs	0.04	1.0	0.0
2608.0	60.0	epochs	0.04	2.0	90.0
2699.0	60.0	epochs	0.04	1.0	0.0
2789.0	60.0	epochs	0.04	1.0	315.0
2880.0	60.0	epochs	0.04	2.0	90.0
2970.0	60.0	epochs	0.04	1.0	225.0
3061.0	60.0	epochs	0.04	1.0	135.0
3151.0	60.0	epochs	0.04	2.0	270.0
3242.0	60.0	epochs	0.04	2.0	90.0
3333.0	59.0	epochs	0.04	1.0	90.0
3423.0	60.0	epochs	0.04	1.0	90.0
3514.0	59.0	epochs	0.04	2.0	315.0
3604.0	60.0	epochs	0.04	2.0	45.0
3695.0	59.0	epochs	0.04	2.0	90.0
3785.0	60.0	epochs	0.04	1.0	315.0
3876.0	59.0	epochs	0.04	1.0	180.0
3966.0	60.0	epochs	0.04	1.0	225.0
4057.0	59.0	epochs	0.04	1.0	315.0
4147.0	60.0	epochs	0.04	1.0	315.0
4238.0	60.0	epochs	0.04	1.0	135.0
4328.0	60.0	epochs	0.04	1.0	90.0
4419.0	60.0	epochs	0.04	1.0	0.0
4509.0	60.0	epochs	0.04	1.0	0.0
4600.0	60.0	epochs	0.04	1.0	225.0
4690.0	60.0	epochs	0.04	1.0	0.0
4781.0	60.0	epochs	0.04	1.0	270.0
4871.0	60.0	epochs	0.04	1.0	90.0
4962.0	60.0	epochs	0.04	2.0	90.0
5052.0	60.0	epochs	0.04	2.0	90.0
5143.0	60.0	epochs	0.04	2.0	180.0
5233.0	60.0	epochs	0.04	1.0	0.0
5324.0	60.0	epochs	0.04	1.0	180.0
5414.0	60.0	epochs	0.04	1.0	135.0
5505.0	60.0	epochs	0.04	2.0	225.0
5595.0	60.0	epochs	0.04	2.0	315.0
5686.0	60.0	epochs	0.04	2.0	225.0
5777.0	59.0	epochs	0.04	1.0	45.0
5867.0	60.0	epochs	0.04	1.0	270.0
5958.0	59.0	epochs	0.04	2.0	135.0
6048.0	60.0	epochs	0.04	1.0	270.0
6139.0	59.0	epochs	0.04	2.0	225.0
6229.0	60.0	epochs	0.04	2.0	90.0
6320.0	59.0	epochs	0.04	2.0	45.0
6410.0	60.0	epochs	0.04	2.0	225.0
6501.0	60.0	epochs	0.04	1.0	225.0
6591.0	60.0	epochs	0.04	1.0	45.0
6682.0	60.0	epochs	0.04	1.0	270.0
6772.0	60.0	epochs	0.04	1.0	0.0
6863.0	60.0	epochs	0.04	2.0	270.0
6953.0	60.0	epochs	0.04	1.0	0.0
7044.0	60.0	epochs	0.04	2.0	90.0
7134.0	60.0	epochs	0.04	2.0	315.0
7225.0	60.0	epochs	0.04	2.0	225.0
7315.0	60.0	epochs			
7406.0	60.0	epochs	0.04	2.0	90.0
7496.0	60.0	epochs	0.04	2.0	315.0
7587.0	60.0	epochs	0.04	1.0	45.0
7677.0	60.0	epochs	0.04	2.0	45.0
7768.0	60.0	epochs	0.04	2.0	135.0
7858.0	60.0	epochs	0.04	1.0	90.0
7949.0	60.0	epochs	0.04	2.0	135.0
8039.0	60.0	epochs	0.04	2.0	270.0
8130.0	60.0	epochs	0.04	2.0	225.0
8221.0	59.0	epochs	0.04	1.0	180.0
8311.0	60.0	epochs	0.04	1.0	315.0
8402.0	59.0	epochs	0.04	2.0	180.0
8492.0	60.0	epochs	0.04	1.0	180.0
8583.0	59.0	epochs	0.04	2.0	0.0
8673.0	60.0	epochs	0.04	1.0	315.0
8764.0	59.0	epochs	0.04	2.0	180.0
8854.0	60.0	epochs	0.04	2.0	315.0
8945.0	59.0	epochs	0.04	1.0	135.0
9035.0	60.0	epochs	0.04	1.0	90.0
9126.0	60.0	epochs	0.04	2.0	270.0
9216.0	60.0	epochs	0.04	1.0	315.0
9307.0	60.0	epochs	0.04	1.0	135.0
9397.0	60.0	epochs	0.04	1.0	45.0
9488.0	60.0	epochs	0.04	1.0	45.0
9578.0	60.0	epochs	0.04	1.0	315.0
9669.0	60.0	epochs	0.04	1.0	135.0
9759.0	60.0	epochs	0.04	2.0	270.0
9850.0	60.0	epochs	0.04	1.0	135.0
9940.0	60.0	epochs	0.04	1.0	180.0
10031.0	60.0	epochs	0.04	2.0	0.0
10121.0	60.0	epochs	0.04	2.0	180.0
10212.0	60.0	epochs	0.04	1.0	225.0
10302.0	60.0	epochs	0.04	2.0	225.0
10393.0	60.0	epochs	0.04	2.0	180.0
10483.0	60.0	epochs	0.04	2.0	315.0
10574.0	60.0	epochs	0.04	2.0	45.0
10665.0	59.0	epochs	0.04	1.0	225.0
10755.0	60.0	epochs	0.04	2.0	45.0
10846.0	59.0	epochs	0.04	2.0	135.0
10936.0	60.0	epochs	0.04	1.0	180.0
11027.0	59.0	epochs	0.04	2.0	135.0
11117.0	60.0	epochs	0.04	2.0	315.0
11208.0	59.0	epochs			
11298.0	60.0	epochs	0.04	1.0	315.0
11389.0	59.0	epochs	0.04	2.0	225.0
11479.0	60.0	epochs	0.04	1.0	135.0
11570.0	60.0	epochs	0.04	1.0	225.0
11660.0	60.0	epochs	0.04	1.0	225.0
11751.0	60.0	epochs	0.04	1.0	270.0
11841.0	60.0	epochs			
11932.0	60.0	epochs			
12022.0	60.0	epochs			
12113.0	60.0	epochs	0.04	1.0	135.0
12203.0	60.0	epochs	0.04	2.0	180.0
12294.0	60.0	epochs	0.04	2.0	45.0
12384.0	60.0	epochs	0.04	2.0	0.0
12475.0	60.0	epochs	0.04	1.0	180.0
12565.0	60.0	epochs	0.04	1.0	315.0
12656.0	60.0	epochs	0.04	1.0	90.0
12746.0	60.0	epochs	0.04	1.0	135.0
12837.0	60.0	epochs	0.04	2.0	315.0
12927.0	60.0	epochs	0.04	2.0	90.0
13018.0	60.0	epochs	0.04	2.0	180.0
13108.0	60.0	epochs	0.04	2.0	135.0
13199.0	60.0	epochs	0.04	2.0	315.0
13290.0	59.0	epochs	0.04	1.0	180.0
13380.0	60.0	epochs	0.04	1.0	180.0
13471.0	59.0	epochs	0.04	1.0	0.0
13561.0	60.0	epochs	0.04	2.0	180.0
13652.0	59.0	epochs	0.04	2.0	315.0
13742.0	60.0	epochs	0.04	2.0	135.0
13833.0	59.0	epochs	0.04	1.0	225.0
13923.0	60.0	epochs	0.04	2.0	135.0
14014.0	60.0	epochs			
14104.0	60.0	epochs	0.04	1.0	45.0
14195.0	60.0	epochs	0.04	2.0	315.0
14285.0	60.0	epochs	0.04	2.0	180.0
14376.0	60.0	epochs			
14466.0	60.0	epochs	0.04	1.0	0.0
14557.0	60.0	epochs	0.04	2.0	180.0
14647.0	60.0	epochs	0.04	1.0	45.0
14738.0	60.0	epochs	0.04	1.0	135.0
14828.0	60.0	epochs	0.04	1.0	45.0
14919.0	60.0	epochs	0.04	2.0	315.0
15009.0	60.0	epochs	0.04	1.0	180.0
15100.0	60.0	epochs	0.04	1.0	45.0
15190.0	60.0	epochs	0.04	1.0	315.0
15281.0	60.0	epochs	0.04	2.0	90.0
15371.0	60.0	epochs	0.04	1.0	90.0
15462.0	60.0	epochs			
15552.0	60.0	epochs	0.04	2.0	180.0
15643.0	60.0	epochs	0.04	2.0	90.0
15734.0	59.0	epochs	0.04	1.0	225.0
15824.0	60.0	epochs	0.04	2.0	45.0
15915.0	59.0	epochs	0.04	1.0	0.0
16005.0	60.0	epochs	0.04	1.0	45.0
16096.0	59.0	epochs	0.04	2.0	90.0
16186.0	60.0	epochs	0.04	1.0	0.0
16277.0	59.0	epochs	0.04	1.0	135.0
16367.0	60.0	epochs	0.04	2.0	90.0
16458.0	60.0	epochs	0.04	2.0	180.0
16548.0	60.0	epochs	0.04	2.0	45.0
16639.0	60.0	epochs	0.04	2.0	180.0
16729.0	60.0	epochs	0.04	2.0	0.0
16820.0	60.0	epochs	0.04	2.0	45.0
16910.0	60.0	epochs	0.04	2.0	315.0
17001.0	60.0	epochs			
17091.0	60.0	epochs	0.04	2.0	180.0
17182.0	60.0	epochs	0.04	2.0	45.0
17272.0	60.0	epochs	0.04	2.0	180.0
17363.0	60.0	epochs	0.04	2.0	0.0
17453.0	60.0	epochs	0.04	2.0	180.0
17544.0	60.0	epochs	0.04	1.0	45.0
17634.0	60.0	epochs	0.04	1.0	45.0
17725.0	60.0	epochs	0.04	2.0	90.0
17815.0	60.0	epochs	0.04	1.0	135.0
17906.0	60.0	epochs	0.04	1.0	90.0
17996.0	60.0	epochs	0.04	2.0	45.0
18087.0	60.0	epochs	0.04	2.0	135.0
18178.0	59.0	epochs	0.04	1.0	180.0
18268.0	60.0	epochs	0.04	1.0	135.0
