onset	duration	nwb_table	spatial_frequency	temporal_frequency	direction
445.0	59.0	epochs	0.04	1.0	225.0
535.0	60.0	epochs	0.04	2.0	315.0
625.0	60.0	epochs	0.04	2.0	270.0
716.0	59.0	epochs	0.04	2.0	90.0
806.0	60.0	epochs	0.04	2.0	0.0
896.0	60.0	epochs	0.04	1.0	270.0
986.0	60.0	epochs	0.04	2.0	180.0
1077.0	59.0	epochs	0.04	1.0	225.0
1167.0	60.0	epochs	0.04	1.0	0.0
1257.0	60.0	epochs	0.04	2.0	45.0
1348.0	59.0	epochs	0.04	1.0	0.0
1438.0	60.0	epochs	0.04	2.0	180.0
1528.0	60.0	epochs	0.04	1.0	0.0
1619.0	59.0	epochs	0.04	2.0	0.0
1709.0	60.0	epochs	0.04	2.0	315.0
1799.0	60.0	epochs	0.04	1.0	270.0
1890.0	59.0	epochs	0.04	1.0	270.0
1980.0	60.0	epochs	0.04	2.0	180.0
2070.0	60.0	epochs	0.04	1.0	135.0
2161.0	59.0	epochs	0.04	1.0	180.0
2251.0	60.0	epochs	0.04	2.0	270.0
2341.0	60.0	epochs			
2432.0	59.0	epochs	0.04	1.0	225.0
2522.0	60.0	epochs	0.04	2.0	180.0
2612.0	60.0	epochs	0.04	1.0	135.0
2702.0	60.0	epochs	0.04	2.0	315.0
2793.0	60.0	epochs	0.04	2.0	315.0
2883.0	60.0	epochs	0.04	1.0	0.0
2973.0	60.0	epochs	0.04	1.0	0.0
3064.0	59.0	epochs	0.04	2.0	315.0
3154.0	60.0	epochs	0.04	1.0	90.0
3244.0	60.0	epochs	0.04	1.0	225.0
3335.0	59.0	epochs	0.04	2.0	225.0
3425.0	60.0	epochs	0.04	1.0	315.0
3515.0	60.0	epochs	0.04	2.0	315.0
3606.0	59.0	epochs	0.04	2.0	315.0
3696.0	60.0	epochs			
3786.0	60.0	epochs	0.04	1.0	270.0
3877.0	59.0	epochs	0.04	1.0	135.0
3967.0	60.0	epochs	0.04	1.0	225.0
4057.0	60.0	epochs	0.04	1.0	45.0
4148.0	59.0	epochs	0.04	2.0	90.0
4238.0	60.0	epochs	0.04	1.0	315.0
4328.0	60.0	epochs			
4419.0	59.0	epochs	0.04	2.0	90.0
4509.0	60.0	epochs	0.04	1.0	270.0
4599.0	60.0	epochs			
4689.0	60.0	epochs	0.04	2.0	270.0
4780.0	59.0	epochs	0.04	2.0	225.0
4870.0	60.0	epochs			
4960.0	60.0	epochs	0.04	2.0	315.0
5051.0	59.0	epochs	0.04	1.0	225.0
5141.0	60.0	epochs	0.04	2.0	225.0
5231.0	60.0	epochs	0.04	2.0	270.0
5322.0	59.0	epochs	0.04	1.0	135.0
5412.0	60.0	epochs	0.04	2.0	90.0
5502.0	60.0	epochs	0.04	1.0	180.0
5593.0	59.0	epochs	0.04	1.0	180.0
5683.0	60.0	epochs	0.04	1.0	270.0
