onset	duration	nwb_table	spatial_frequency	temporal_frequency	direction
435.0	60.0	epochs	0.04	2.0	315.0
526.0	60.0	epochs	0.04	2.0	90.0
616.0	60.0	epochs	0.04	2.0	45.0
707.0	60.0	epochs	0.04	1.0	225.0
797.0	60.0	epochs	0.04	2.0	180.0
888.0	60.0	epochs	0.04	1.0	225.0
978.0	60.0	epochs	0.04	2.0	225.0
1069.0	60.0	epochs	0.04	1.0	135.0
1159.0	60.0	epochs	0.04	2.0	90.0
1250.0	60.0	epochs	0.04	1.0	135.0
1341.0	59.0	epochs	0.04	2.0	225.0
1431.0	60.0	epochs	0.04	1.0	180.0
1522.0	59.0	epochs	0.04	2.0	270.0
1612.0	60.0	epochs	0.04	2.0	180.0
1703.0	59.0	epochs	0.04	2.0	315.0
1793.0	60.0	epochs	0.04	2.0	45.0
1884.0	59.0	epochs	0.04	2.0	225.0
1974.0	60.0	epochs	0.04	1.0	225.0
2065.0	60.0	epochs	0.04	1.0	0.0
2155.0	60.0	epochs	0.04	2.0	270.0
2246.0	60.0	epochs			
2336.0	60.0	epochs	0.04	2.0	0.0
2427.0	60.0	epochs	0.04	2.0	90.0
2517.0	60.0	epochs	0.04	1.0	135.0
2608.0	60.0	epochs	0.04	2.0	0.0
2698.0	60.0	epochs	0.04	2.0	135.0
2789.0	60.0	epochs	0.04	2.0	0.0
2879.0	60.0	epochs	0.04	2.0	270.0
2970.0	60.0	epochs	0.04	2.0	45.0
3060.0	60.0	epochs	0.04	2.0	0.0
3151.0	60.0	epochs	0.04	2.0	90.0
3241.0	60.0	epochs	0.04	1.0	315.0
3332.0	60.0	epochs	0.04	2.0	0.0
3422.0	60.0	epochs			
3513.0	60.0	epochs	0.04	1.0	0.0
3603.0	60.0	epochs	0.04	1.0	180.0
3694.0	60.0	epochs	0.04	2.0	270.0
3785.0	59.0	epochs	0.04	2.0	90.0
3875.0	60.0	epochs	0.04	2.0	90.0
3966.0	59.0	epochs	0.04	2.0	0.0
4056.0	60.0	epochs			
4147.0	59.0	epochs	0.04	1.0	315.0
4237.0	60.0	epochs	0.04	1.0	135.0
4328.0	59.0	epochs	0.04	1.0	270.0
4418.0	60.0	epochs	0.04	2.0	135.0
4509.0	60.0	epochs	0.04	2.0	45.0
4599.0	60.0	epochs			
4690.0	60.0	epochs	0.04	2.0	315.0
4780.0	60.0	epochs			
4871.0	60.0	epochs	0.04	1.0	315.0
4961.0	60.0	epochs	0.04	1.0	0.0
5052.0	60.0	epochs	0.04	1.0	45.0
5142.0	60.0	epochs	0.04	1.0	180.0
5233.0	60.0	epochs	0.04	1.0	315.0
5323.0	60.0	epochs	0.04	2.0	315.0
5414.0	60.0	epochs	0.04	2.0	45.0
5504.0	60.0	epochs	0.04	2.0	180.0
5595.0	60.0	epochs	0.04	2.0	45.0
5685.0	60.0	epochs	0.04	2.0	135.0
5776.0	60.0	epochs	0.04	2.0	270.0
5866.0	60.0	epochs	0.04	2.0	45.0
5957.0	60.0	epochs	0.04	2.0	270.0
6047.0	60.0	epochs	0.04	1.0	135.0
6138.0	60.0	epochs	0.04	1.0	135.0
6228.0	60.0	epochs	0.04	1.0	135.0
6319.0	60.0	epochs	0.04	1.0	135.0
6410.0	59.0	epochs	0.04	2.0	225.0
6500.0	60.0	epochs	0.04	1.0	90.0
6591.0	59.0	epochs	0.04	2.0	180.0
6681.0	60.0	epochs	0.04	2.0	90.0
6772.0	59.0	epochs	0.04	2.0	315.0
6862.0	60.0	epochs	0.04	2.0	225.0
6953.0	59.0	epochs	0.04	2.0	225.0
7043.0	60.0	epochs	0.04	2.0	225.0
7134.0	59.0	epochs	0.04	1.0	225.0
7224.0	60.0	epochs	0.04	2.0	135.0
7315.0	60.0	epochs	0.04	2.0	45.0
7405.0	60.0	epochs	0.04	1.0	45.0
7496.0	60.0	epochs	0.04	2.0	135.0
7586.0	60.0	epochs	0.04	2.0	180.0
7677.0	60.0	epochs	0.04	2.0	270.0
7767.0	60.0	epochs	0.04	1.0	225.0
7858.0	60.0	epochs	0.04	1.0	90.0
7948.0	60.0	epochs	0.04	2.0	180.0
8039.0	60.0	epochs	0.04	1.0	90.0
8129.0	60.0	epochs	0.04	1.0	225.0
8220.0	60.0	epochs	0.04	1.0	135.0
8310.0	60.0	epochs	0.04	2.0	315.0
8401.0	60.0	epochs	0.04	1.0	135.0
8491.0	60.0	epochs	0.04	1.0	0.0
8582.0	60.0	epochs	0.04	1.0	45.0
