onset	duration	nwb_table	spatial_frequency	temporal_frequency	direction
436.0	60.0	epochs	0.04	2.0	135.0
526.0	60.0	epochs	0.04	2.0	225.0
617.0	60.0	epochs	0.04	2.0	45.0
707.0	60.0	epochs	0.04	1.0	315.0
798.0	60.0	epochs	0.04	2.0	135.0
888.0	60.0	epochs	0.04	1.0	45.0
979.0	60.0	epochs	0.04	2.0	270.0
1069.0	60.0	epochs	0.04	2.0	315.0
1160.0	60.0	epochs	0.04	1.0	225.0
1250.0	60.0	epochs	0.04	1.0	135.0
1341.0	60.0	epochs	0.04	1.0	0.0
1432.0	59.0	epochs	0.04	2.0	135.0
1522.0	60.0	epochs	0.04	1.0	180.0
1613.0	59.0	epochs	0.04	2.0	180.0
1703.0	60.0	epochs	0.04	1.0	45.0
1794.0	59.0	epochs	0.04	2.0	0.0
1884.0	60.0	epochs	0.04	1.0	0.0
1975.0	59.0	epochs	0.04	2.0	315.0
2065.0	60.0	epochs	0.04	2.0	225.0
2156.0	60.0	epochs	0.04	1.0	315.0
2246.0	60.0	epochs	0.04	1.0	45.0
2337.0	60.0	epochs	0.04	2.0	180.0
2427.0	60.0	epochs	0.04	2.0	225.0
2518.0	60.0	epochs	0.04	2.0	270.0
2608.0	60.0	epochs	0.04	1.0	0.0
2699.0	60.0	epochs	0.04	1.0	135.0
2789.0	60.0	epochs	0.04	1.0	0.0
2880.0	60.0	epochs	0.04	1.0	0.0
2970.0	60.0	epochs	0.04	2.0	225.0
3061.0	60.0	epochs	0.04	1.0	315.0
3151.0	60.0	epochs	0.04	1.0	225.0
3242.0	60.0	epochs	0.04	1.0	0.0
3333.0	59.0	epochs	0.04	1.0	135.0
3423.0	60.0	epochs	0.04	1.0	225.0
3514.0	59.0	epochs	0.04	2.0	135.0
3604.0	60.0	epochs	0.04	2.0	225.0
3695.0	59.0	epochs	0.04	1.0	225.0
3785.0	60.0	epochs	0.04	1.0	315.0
3876.0	59.0	epochs	0.04	1.0	0.0
3966.0	60.0	epochs	0.04	2.0	45.0
4057.0	60.0	epochs	0.04	1.0	90.0
